School_Id,Org_Name,Telephone,Fax,Email,Contact1_Name,URL,Add1_Line1,Add1_Suburb,Add1_City,Add2_Line1,Add2_Suburb,Add2_City,Add2_Postal_Code,Urban_Area,Org_Type,Definition,Authority,CoEd_Status,Territorial_Authority,Regional_Council,Local_Office_Name,Education_Region,General_Electorate,Māori_Electorate,Area_Unit,Ward,Col_Id,Col_Name,Longitude,Latitude,Decile,Roll_Date,Total,European,Māori,Pacific,Asian,MELAA,Other,International
682,Eden Christian Academy,09 237 8228,,,William van Rensburg,http://www.edenchristianacademy.co.nz,La Valla Estate 131 Dominion Road,,Tuakau,P O Box 134,,Tuakau,2342,Secondary Urban Area,Composite,Not Applicable,Private : Fully Registered,Co-Educational,Waikato District,Waikato Region,Auckland,Auckland,Waikato,Hauraki-Waikato,Buckland South,Awaroa ki Tuakau Ward,,,174.962852,-37.253564,5,00:00.0,74,37,22,2,7,6,0,0
683,Ao Tawhiti Unlimited Discovery,03 377 7773,,,Steven Mustor,http://www.aotawhiti.school.nz,Parkstone Avenue,Ilam,Christchurch,P O Box 4666,,Christchurch,8140,Main Urban Area,Composite,Designated Character School,State,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Ilam,Riccarton Ward,,,172.568049,-43.523012,7,00:00.0,477,376,62,7,18,8,6,0
684,Te Waka Unua School,03 389 9305,03 389 9366,,Janeane Reid,http://www.tewaka.school.nz,476 Ferry Road,Woolston,Christchurch,476 Ferry Road,Woolston,Christchurch,8023,Main Urban Area,Full Primary,Not Applicable,State,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Port Hills,Te Tai Tonga,Ensors,Linwood Ward,99063,Tamai Community of Learning,172.672631,-43.545666,2,00:00.0,493,148,221,77,31,15,1,0
685,Waitakiri Primary School,03 383 2736,,,Andrew Barker,http://www.waitakiri.school.nz/,170 Burwood Road,Burwood,Christchurch,170 Burwood Road,Burwood,Christchurch,8083,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,Travis Wetland,Burwood Ward,99175,Ōtākaro Community of Learning,172.683836,-43.488839,8,00:00.0,636,435,132,28,28,11,2,0
686,Lyttelton Primary School,03 929 0588,03 328 8360,,Brendan Wright,http://www.lyttelton.school.nz,34 Oxford Street,,Lyttelton,P O Box 85,,Lyttelton,8841,Main Urban Area,Full Primary,Not Applicable,State,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Port Hills,Te Tai Tonga,Lyttelton,Banks Peninsula Ward,99196,Aupaki Kāhui Ako,172.72316,-43.60234,9,00:00.0,206,159,22,2,17,3,3,0
688,Ormiston Primary School,09 253 9020,,,Heath McNeil,http://www.ormistonprimary.school.nz,291 Ormiston Road,Flat Bush,Auckland,P O Box 217053,Botany Junction,Auckland,2164,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Auckland - Howick,Auckland Region,Auckland,Auckland,Hunua,Hauraki-Waikato,Ormiston,Howick Ward,,,174.920678,-36.968308,7,00:00.0,689,42,39,38,524,38,8,0
690,South Auckland Middle School,09 266 6695,,admin@southauckland.school.nz,Wendy Greig,http://www.southauckland.school.nz,198 Mahia Road,Manurewa,Auckland,P O Box 74276,Greenlane,Auckland,1546,Main Urban Area,Restricted Composite (Year 7-10),Not Applicable,Partnership School,Co-Educational,Auckland - Manurewa,Auckland Region,Auckland,Auckland,Papakura,Tamaki Makaurau,Wattle Farm,Manurewa-Papakura Ward,,,174.883982,-37.040115,99,00:00.0,173,17,61,82,10,3,0,0
692,Te Kura Hourua o Whangarei Terenga Paraoa,09 438 4228,,,Raewyn Tipene,http://www.tkw.ac.nz,171 Lower Dent Street,,Whangarei,185 Lower Dent Street,,Whangarei,110,Main Urban Area,Secondary (Year 7-15),Not Applicable,Partnership School,Co-Educational,Whangarei District,Northland Region,Whangarei,Tai Tokerau,Whangarei,Te Tai Tokerau,Whangarei Central,Okara Ward,,,174.33037,-35.727604,99,00:00.0,173,0,173,0,0,0,0,0
693,The Rise Up Academy,09 276 8727,09 276 8726,admin@riseuptrust.org.nz,Sita Selupe (Chief Executive),www.riseuptrust.org.nz,22-24 Rosella Road,Mangere East,Auckland,The Rise Up Academy 22 Rosella Road,Mangere,Auckland,2024,Main Urban Area,Full Primary,Not Applicable,Partnership School,Co-Educational,Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Auckland,Mangere,Tamaki Makaurau,Mangere East,Manukau Ward,,,174.835828,-36.95928,99,00:00.0,97,0,19,78,0,0,0,0
694,Vanguard Military School,09 443 2969,,admin@vanguard.school.nz,Rockley Montgomery,http://www.vanguard.school.nz/,8 Rothwell Avenue,Rosedale,Auckland,P O Box 302770,North Harbour,Auckland,751,Main Urban Area,Secondary (Year 9-15),Not Applicable,Partnership School,Co-Educational,Auckland - Upper Harbour,Auckland Region,Auckland,Auckland,East Coast Bays,Te Tai Tokerau,North Harbour East,Albany Ward,,,174.698734,-36.751719,99,00:00.0,128,54,43,20,8,1,2,0
695,Seven Oaks Secondary School,03 377 8603,03 377 8603,,Molly Watson,http://www.sevenoaks.school.nz,77 Murphys Road,Halswell,Christchurch,77 Murphys Roas,Halswell,Christchurch,8025,Main Urban Area,Secondary (Year 9-15),Not Applicable,Private : Fully Registered,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Selwyn,Te Tai Tonga,Halswell West,Halswell Ward,,,172.549805,-43.583347,99,00:00.0,0,0,0,0,0,0,0,0
696,Rāwhiti School,03 388 9519,,,Liz Weir,http://www.rawhiti.school.nz,150 Leaver Terrace,North New Brighton,Christchurch,150 Leaver Terrace,North New Brighton,Christchurch,8083,Main Urban Area,Full Primary,Not Applicable,State,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,North Beach,Coastal Ward,,,172.7177,-43.4961,3,00:00.0,586,368,167,28,17,2,4,0
704,Haeata Community Campus,03 930 0110,,,Andy Kai Fong ,http://www.haeata.school.nz,240 Breezes Road,Wainoni,Christchurch,P O Box 15071,Aranui,Christchurch,8643,Main Urban Area,Composite,Not Applicable,State,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,Wainoni,Burwood Ward,,,172.696685,-43.514757,1,00:00.0,737,258,329,117,29,3,1,0
705,Te Tipu Whenua o Pa Harakeke,06 650 0679,,,Louise Anaru-Tangira,,151 Flaxmere Avenue,Flaxmere,Hastings,151 Flaxmere Avenue,Flaxmere,Hastings,4120,Main Urban Area,Teen Parent Unit,Not Applicable,State,Co-Educational,Hastings District,Hawke's Bay Region,Napier,Hawke's Bay/Tairawhiti,Tukituki,Ikaroa-Rawhiti,Flaxmere East,Flaxmere Ward,,,176.788893,-39.621845,1,00:00.0,0,0,0,0,0,0,0,0
706,Te Pa o Rakaihautu,03 381 0899,,,Tauira Takurua,http://www.rakaihautu.com,7 McLean Street,Linwood,Christchurch,P O Box 27131,Shirley,Christchurch,8013,Main Urban Area,Composite,Designated Character School,State,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,Linwood North,Linwood Ward,,,172.672453,-43.529306,4,00:00.0,240,5,233,2,0,0,0,0
707,ACG Tauranga,07 213 0100,07 213 0109,,Dorathea Kilian,https://tauranga.acgedu.com/,6 Keenan Road,Pyes Pa,Tauranga,6 Keenan Road,,Tauranga,3173,Rural Area,Composite,Not Applicable,Private : Fully Registered,Co-Educational,Western Bay of Plenty District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Bay of Plenty,Waiariki,Kaimai,Kaimai Ward,,,176.115653,-37.77159,99,00:00.0,179,108,20,3,26,2,6,14
708,Rototuna Junior High School,07 854 0541,,,Fraser Hill,http://www.rjhs.school.nz,Kimbrae Drive,Rototuna,Hamilton,P O Box 21116,Rototuna,Hamilton,3210,Main Urban Area,Secondary (Year 7-15),Restricted Composite (Year 7-10),State,Co-Educational,Hamilton City,Waikato Region,Hamilton,Waikato,Hamilton West,Hauraki-Waikato,Horsham Downs,East Ward,99132,Te Pae Here Kāhui Ako Te Raki Rāwhiti o Kirikiriroa,175.265016,-37.716226,10,00:00.0,1113,686,147,27,197,42,11,3
709,Ormiston Junior College,09 974 0140,,,Luke Sumich,http://www.ojc.school.nz,285 Ormiston Road,Flat Bush,Auckland,285 Ormiston Road,Flat Bush,Auckland,2019,Main Urban Area,Secondary (Year 7-15),Restricted Composite (Year 7-10),State,Co-Educational,Auckland - Howick,Auckland Region,Auckland,Auckland,Hunua,Hauraki-Waikato,Ormiston,Howick Ward,,,174.919679,-36.967842,7,00:00.0,305,16,17,36,207,22,7,0
710,Rolleston Christian School,03 550 2653,,,Elizabeth Horn,http://www.rollestonchristian.school.nz,571-575 Springston Rolleston Road,,Rolleston,571 Springston Rolleston Road RD 8,Rolleston,Christchurch,7678,Minor Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Selwyn District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Selwyn,Te Tai Tonga,Rolleston South East,Selwyn Central Ward,99173,Christian Education Network Community of Learning,172.392904,-43.608318,9,00:00.0,137,86,8,3,20,15,5,0
713,Middle School West Auckland,09 972 1744,,,Alex Metzger,http://www.westauckland.school.nz/dir/index.php/,289 Lincoln Road,Henderson,Auckland,P O Box 74276,Greenlane,Auckland,1546,Main Urban Area,Restricted Composite (Year 7-10),Not Applicable,Partnership School,Co-Educational,Auckland - Henderson-Massey,Auckland Region,Auckland,Auckland,Te Atatu,Te Tai Tokerau,Kingdale,Waitakere Ward,,,174.631658,-36.854051,99,00:00.0,193,19,80,86,6,2,0,0
714,Pacific Advance Secondary School,09 276 0375,,office@pass.school.nz,Parehuia Enari and Falefatu Enari,http://pass.school.nz/,42 Atkinson Avenue,Otahuhu,Auckland,P O Box 22420,Otahuhu,Auckland,1062,Main Urban Area,Secondary (Year 9-15),Not Applicable,Partnership School,Co-Educational,Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Auckland,Manukau East,Tamaki Makaurau,Otahuhu North,Manukau Ward,,,174.844397,-36.941849,99,00:00.0,127,0,19,107,1,0,0,0
715,Te Kapehu Whetu - Teina,09 438 4228,,,Raewyn Tipene,http://tkw.ac.nz/,78 Tarewa Road,Morningside,Whangarei,185 Lower Dent Street,,Whangarei,110,Main Urban Area,Contributing,Not Applicable,Partnership School,Co-Educational,Whangarei District,Northland Region,Whangarei,Tai Tokerau,Whangarei,Te Tai Tokerau,Morningside,Okara Ward,,,174.313101,-35.734176,99,00:00.0,102,0,102,0,0,0,0,0
716,Te Kura Maori o Waatea,0800 922 832,09 277 7090,,Tania Rangiheuea,http://www.waatea.school.nz/,31 Calthorp Close,Mangere,Auckland,P O Box 23398,Hunters Corner,Auckland,2155,Main Urban Area,Contributing,Not Applicable,Partnership School,Co-Educational,Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Auckland,Mangere,Tamaki Makaurau,Favona West,Manukau Ward,,,174.801663,-36.960953,99,00:00.0,107,0,92,15,0,0,0,0
717,Whakatane Teen Parent Unit,07 929 5010,,,Christian Nielsen,,36 Golf Links Road,Thornton,Whakatane,Whakatane High School Private Bag 1021,,Whakatane,3158,Secondary Urban Area,Teen Parent Unit,Not Applicable,State,Co-Educational,Whakatane District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,East Coast,Waiariki,Orini,Rangitaiki Ward,,,176.936282,-37.942693,1,00:00.0,0,0,0,0,0,0,0,0
719,Te Kura Kaupapa Maori o Te Orini ki Ngati Awa,07 308 2010,07 304 2014,admin@tkkmteorini.school.nz,Taiarahia Melbourne,http://www.tkkmteorini.school.nz,33 Meadow Vale,Coastlands,Whakatane,33 Meadow Vale,Coastlands,Whakatane,3120,Secondary Urban Area,Full Primary,Kura Kaupapa Maori,State,Co-Educational,Whakatane District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,East Coast,Waiariki,Coastlands,Whakatane-Ohope Ward,,,176.971492,-37.935024,2,00:00.0,44,0,44,0,0,0,0,0
728,Meraki Montessori School,09 554 1583,,,Paul Scanlan,http://www.merakimontessori.co.nz,293 Wainui Road,,Silverdale,293 Wainui Road RD 2,,Silverdale,992,Main Urban Area,Full Primary,Not Applicable,Private : Fully Registered,Co-Educational,Auckland - Rodney,Auckland Region,Auckland,Auckland,Helensville,Te Tai Tokerau,Silverdale North,Rodney Ward,,,174.660049,-36.603602,99,00:00.0,46,38,3,0,2,1,2,0
729,Northland College Teen Parent Unit,09 401 3200,09 401 2378,,Jim Luders,http://www.northlandcollege.school.nz,62 Mangakahia Road,,Kaikohe,P O Box 261,,Kaikohe,440,Minor Urban Area,Teen Parent Unit,Not Applicable,State,Co-Educational,Far North District,Northland Region,Whangarei,Tai Tokerau,Northland,Te Tai Tokerau,Kaikohe,Kaikohe-Hokianga Ward,,,173.808075,-35.412949,1,00:00.0,0,0,0,0,0,0,0,0
730,Porangahau School,06 855 5340,,,Bridie Horsfall,https://sites.google.com/porangahau.school.nz/porangahauschool/,58 Keppel Street,,Porangahau,58 Keppel Street RD 1,,Porangahau,4291,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Central Hawke's Bay District,Hawke's Bay Region,Napier,Hawke's Bay/Tairawhiti,Wairarapa,Ikaroa-Rawhiti,Porangahau,Aramoana-Ruahine Ward,99160,Ruahine Kāhui Ako,176.617009,-40.303777,2,00:00.0,49,19,30,0,0,0,0,0
737,Te Kura Kaupapa Maori o Horouta Wananga,06 867 2029,,,Brucenna Gilvray-Nohotima,http://horoutawananga.nz/,30 Desmond Road,Te Hapara,Gisborne,P O Box 3090,Kaiti,Gisborne,4041,Main Urban Area,Composite,Kura Kaupapa Maori,State,Co-Educational,Gisborne District,Gisborne Region,Napier,Hawke's Bay/Tairawhiti,East Coast,Ikaroa-Rawhiti,Te Hapara,Gisborne Ward,,,178.006862,-38.657545,2,00:00.0,180,0,180,0,0,0,0,0
738,St Francis of Assisi Catholic School,03 595 0730,,,Joanne Earl,http://www.stfrancischch.school.nz,370 Innes Road,Mairehau,Christchurch,370 Innes Road,Mairehau,Christchurch,8052,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Mairehau,Innes Ward,,,172.639385,-43.499788,7,00:00.0,384,300,23,12,42,7,0,0
739,Manukura,06 354 9531,,,Nathan Durie,http://www.manukura.school.nz,Kura Awa Centennial Drive,Hokowhitu,Palmerston North,P O Box 5478,Hokowhitu,Palmerston North,4441,Main Urban Area,Secondary (Year 9-15),Designated Character School,State,Co-Educational,Palmerston North City,Manawatu-Wanganui Region,Whanganui,Taranaki/Whanganui/Manawatu,Palmerston North,Te Tai Hauauru,Hokowhitu Lagoon,Area Outside Ward,,,175.629461,-40.37251,5,00:00.0,185,5,173,5,0,2,0,0
742,Te Kura o Te Whānau-a-Apanui,07 325 2040,,,Kimiora Webster,http://www.tekuraotewhanauaapanui.school.nz,10 Omaio School Road,,Omaio,10 Omaio School Road RD 3,,Opotiki,3199,Rural Area,Composite,Designated Character School,State,Co-Educational,Opotiki District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,East Coast,Waiariki,Cape Runaway,Coast Ward,,,177.634279,-37.814794,1,00:00.0,122,1,119,1,1,0,0,0
743,Holy Trinity Catholic Primary School,09 296 9039,,,Peta Lindstrom,http://www.holytrinity.school.nz,137 Airfield Road,Takanini,Auckland,P O Box 202046,Takanini,Auckland,2246,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Auckland - Papakura,Auckland Region,Auckland,Auckland,Papakura,Hauraki-Waikato,Takanini South,Manurewa-Papakura Ward,99101,South Auckland Catholic Community of Learning,174.940736,-37.036327,3,00:00.0,157,19,23,48,55,9,3,0
744,Iqra Elementary,09 620 0130,,info@iqraelementary.school.nz,Fatima Zahid,https://www.iqraelementary.school.nz/,70 Carr Road,Mt Roskill,Auckland,P O Box 6377,Wellesley Street,Auckland,1141,Main Urban Area,Contributing,Not Applicable,Private : Fully Registered,Co-Educational,Auckland - Puketapapa,Auckland Region,Auckland,Auckland,Mt Roskill,Tamaki Makaurau,Hillsborough West,Albert-Eden-Roskill Ward,,,174.749855,-36.912733,99,00:00.0,101,3,0,0,39,51,8,0
747,Wanaka South Primary School (Proposed opening date: 2020-01-01),,,,Jodie Howard,https://wanakasouthprimary.school.nz/,,,,P O Box 815,,Wanaka,9343,Not Applicable,Contributing,Not Applicable,State,N/A - No Boarders,,,,Otago/Southland,No Description,Missing,Not Applicable/Unknown,,,,,,,00:00.0,0,0,0,0,0,0,0,0
750,Te Aratika Academy,0800 832 728,,,Casey Tapara,http://www.tearatika.academy,314 State Highway 2,,Mangateretere,P O Box 73,,Whakatu,4161,Main Urban Area,Secondary (Year 9-15),Not Applicable,Partnership School,Single Sex (Boys School),Hastings District,Hawke's Bay Region,Napier,Hawke's Bay/Tairawhiti,Tukituki,Ikaroa-Rawhiti,Whakatu,Heretaunga Ward,99203,Kahungunu Kāhui Ako,176.892967,-39.616955,99,00:00.0,31,0,29,2,0,0,0,0
751,Te Kopuku High,07 282 0137,,,,http://www.tekopuku.school.nz/#home,70 Foreman Road,,Hamilton,P O Box 10238,Te Rapa,Hamilton,3200,Main Urban Area,Secondary (Year 7-15),Not Applicable,Partnership School,Co-Educational,Hamilton City,Waikato Region,Hamilton,Waikato,Hamilton West,Hauraki-Waikato,Rotokauri,West Ward,,,175.234783,-37.755853,99,00:00.0,161,1,159,1,0,0,0,0
752,Summit Point School,09 973 5354,,,Rebecca Elias,http://www.summitpoint.co.nz/,1 Fred Thomas Drive,Takapuna,Auckland,1 Fred Thomas Drive,Takapuna,Auckland,622,Main Urban Area,Full Primary,School for pupils with learning/social difficulties,Private : Fully Registered,Co-Educational,Auckland - Devonport-Takapuna,Auckland Region,Auckland,Auckland,North Shore,Te Tai Tokerau,Westlake,North Shore Ward,,,174.762276,-36.790976,99,00:00.0,48,44,1,0,1,1,1,0
774,Matua Ngaru School (Proposed opening date: 2019-02-01),,,,Diana Wilkes,https://sites.google.com/matuangaru.school.nz/ebot/home,47-49 Gilbransen Road,,Kumeu,,,,    ,Not Applicable,Full Primary,Not Applicable,State,N/A - No Boarders,,,,Auckland,No Description,Missing,Not Applicable/Unknown,,,,,,,00:00.0,0,0,0,0,0,0,0,0
778,The Deep Green Bush School,09 292 9439,,,,http://www.deepgreenbushschool.org,47 Moumoukai Hill Road,Papakura,Auckland,47 Moumoukai Hill Road RD 5,Papakura,Auckland,2585,Rural Area,Composite,Not Applicable,Private : Fully Registered,Co-Educational,Auckland - Franklin,Auckland Region,Auckland,Auckland,Hunua,Hauraki-Waikato,Clevedon,Franklin Ward,,,175.1302,-37.001411,99,00:00.0,8,5,1,0,2,0,0,0
779,Waiheke Island Steiner School,09 372 2152,,,Sarah Hoult,http://waiheke.steiner.school.nz/,58 Korora Road,Oneroa,Waiheke Island,P O Box 128,,Waiheke Island,1840,Minor Urban Area,Full Primary,Not Applicable,Private : Fully Registered,Co-Educational,Auckland - Waiheke,Auckland Region,Auckland,Auckland,Auckland Central,Hauraki-Waikato,Waiheke Island,Waitemata and Gulf Ward,,,175.006246,-36.773777,10,00:00.0,39,31,7,0,0,1,0,0
780,Te Ao Mārama School (Proposed opening date: 2019-01-01),,,,Tony Grey,,Cnr Borman Road and Hare Puke Drive,Flagstaff-Hamilton,Hamilton,,,,    ,Not Applicable,Contributing,Not Applicable,State,N/A - No Boarders,,,,Waikato,No Description,Missing,Not Applicable/Unknown,,99132,Te Pae Here Kāhui Ako Te Raki Rāwhiti o Kirikiriroa,,,,00:00.0,0,0,0,0,0,0,0,0
781,Jireh Christian School,09 836 6913,,,Sandra Bosman,http://www.jireh.school.nz,63 St Georges Road,Avondale,Auckland,63 St Georges Road,Avondale,Auckland,    ,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Auckland - Whau,Auckland Region,Auckland,Auckland,New Lynn,Tamaki Makaurau,Glenavon,Whau Ward,99210,Ki Atua hei te Kororia Kāhui Ako,174.695236,-36.902168,3,00:00.0,221,67,25,31,76,21,1,0
787,Peace Experiment,09 391 9200,,,Steven Arnold,http://www.peace.school.nz,18 Pilkington Road,Panmure,Auckland,P O Box 14041,Panmure,Auckland,1741,Main Urban Area,Secondary (Year 7-15),Not Applicable,Private : Fully Registered,Co-Educational,Auckland - Maungakiekie-Tamaki,Auckland Region,Auckland,Auckland,Maungakiekie,Tamaki Makaurau,Mt Wellington Domain,Maungakiekie-Tamaki Ward,,,174.853851,-36.898531,,00:00.0,16,11,1,3,1,0,0,0
831,Te Rangihakahaka Centre for Science and Technology,07 929 9640,,,Renee Gillies,https://terangihakahaka.school.nz/,Turipuku Campus 7-11 Dinsdale Street,,Rotorua,P O Box 12017,Rotorua South,Rotorua,3045,Main Urban Area,Composite,Not Applicable,Partnership School,Co-Educational,Rotorua District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Rotorua,Waiariki,Mangakakahi,Area Outside Ward,,,176.235088,-38.127243,,00:00.0,92,1,90,1,0,0,0,0
834,ADDI Enrichment Academy,07 376 5027,,,,http://www.addi.co.nz,16 Opepe Street,,Taupo,P O Box 183,,Taupo,3330,Secondary Urban Area,Composite,Not Applicable,Private : Fully Registered,Co-Educational,Taupo District,Waikato Region,Rotorua,Bay of Plenty/Waiariki,Taupo,Waiariki,Taupo Central,Taupo-Kaingaroa Ward,,,176.075778,-38.681417,,00:00.0,11,7,4,0,0,0,0,0
840,Central Auckland Specialist School,09 620 7680,09 620 7793,,TRUDI BROCAS,http://www.cass.school.nz,48 Smallfield Avenue,Three Kings,Auckland,48 Smallfield Avenue,Three Kings,Auckland,1042,Main Urban Area,Special School,Not Applicable,State,Co-Educational,Auckland - Puketapapa,Auckland Region,Auckland,Auckland,Mt Roskill,Tamaki Makaurau,Three Kings,Albert-Eden-Roskill Ward,,,174.752083,-36.905421,5,00:00.0,139,35,15,44,39,5,1,0
841,"Tūranga Tangata Rite (PSKH, to be closed)",06 868 1081,,,,,,,,Cnr Lowe Street and Reads Quay,,Gisborne,    ,Not Applicable,Secondary (Year 9-15),Not Applicable,Partnership School,N/A - No Boarders,,,,Hawke's Bay/Tairawhiti,No Description,Missing,Not Applicable/Unknown,,,,,,,00:00.0,0,0,0,0,0,0,0,0
